List all the directors that have directed ‘Action’ movies.
SELECT first, last, title, name, genre FROM movies natural join directed natural join casts WHERE genre = Action;
        first        |       last       | title |                           name                           | genre  
 Joseph              | Zito             |       | Invasion U.S.A.                                          | Action
 Joseph              | Zito             |       | Red Scorpion                                             | Action
 Josh                | Trank            |       | Fantastic Four                                           | Action
 Joss                | Whedon           |       | Serenity                                                 | Action
 Joss                | Whedon           |       | The Avengers                                             | Action
 Joss                | Whedon           |       | Avengers: Age of Ultron                                  | Action
 Julie Anne          | Robinson         |       | One for the Money                                        | Action
 Julius              | Avery            |       | Son of a Gun                                             | Action
 Julius              | Avery            |       | Overlord                                                 | Action
 Jung                | Da-Won           |       | Geolkapseu                                               | Action
 Just                | Jaeckin          |       | Gwendoline                                               | Action
 Justin              | Kurzel           |       | Assassin's Creed                                         | Action
 Justin              | Lin              |       | The Fast and the Furious: Tokyo Drift                    | Action
 Justin              | Lin              |       | Fast & Furious                                           | Action
 Justin              | Lin              |       | Fast Five                                                | Action
 Justin              | Lin              |       | Fast & Furious 6                                         | Action
 Justin              | Lin              |       | Star Trek Beyond                                         | Action
 Kabir               | Khan             |       | Bajrangi Bhaijaan                                        | Action
 Kar-Wai             | Wong             |       | Ashes of Time                                            | Action
 Kar-Wai             | Wong             |       | The Grandmaster                                          | Action
 Karyn               | Kusama           |       | Ã†on Flux                                                | Action
 Karyn               | Kusama           |       | Destroyer                                                | Action
 Kathryn             | Bigelow          |       | Near Dark                                                | Action
 Kathryn             | Bigelow          |       | Blue Steel                                               | Action
 Kathryn             | Bigelow          |       | Point Break                                              | Action
 Kathryn             | Bigelow          |       | Strange Days                                             | Action
 Katt                | Shea             |       | Streets                                                  | Action
 Keanu               | Reeves           |       | Man of Tai Chi                                           | Action
 Keenen Ivory        | Wayans           |       | I'm Gonna Git You Sucka                                  | Action
 Keenen Ivory        | Wayans           |       | A Low Down Dirty Shame                                   | Action
 Ken                 | Russell          |       | The Rainbow                                              | Action
 Kenneth             | Branagh          |       | Henry V                                                  | Action
 Kenneth             | Branagh          |       | Thor                                                     | Action
 Kenneth             | Branagh          |       | Jack Ryan: Shadow Recruit                                | Action
 Kenneth             | Johnson          |       | Steel                                                    | Action
 Kerry               | Conran           |       | Sky Captain and the World of Tomorrow                    | Action
 Kevin               | Bray             |       | All About the Benjamins                                  | Action
 Kevin               | Bray             |       | Walking Tall                                             | Action
 Kevin               | Costner          |       | The Postman                                              | Action
 Kevin               | Costner          |       | Open Range                                               | Action
 Kevin               | Donovan          |       | The Tuxedo                                               | Action
 Kevin               | Hooks            |       | Passenger 57                                             | Action
 Kevin               | Hooks            |       | Fled                                                     | Action
 Kevin               | Hooks            |       | Black Dog                                                | Action
 Kevin               | Macdonald        |       | The Eagle                                                | Action
 Kevin               | Macdonald        |       | How I Live Now                                           | Action
 Kevin               | Reynolds         |       | Robin Hood: Prince of Thieves                            | Action
 Kevin               | Reynolds         |       | Rapa Nui                                                 | Action
 Kevin               | Reynolds         |       | Waterworld                                               | Action
 Kevin               | Reynolds         |       | The Count of Monte Cristo                                | Action
 Kevin               | Reynolds         |       | Tristan + Isolde                                         | Action
 Kevin               | Reynolds         |       | Risen                                                    | Action
 Kevin               | Smith            |       | Cop Out                                                  | Action
 Kevin               | Smith            |       | Red State                                                | Action
 Kinka               | Usher            |       | Mystery Men                                              | Action
 Kirk                | Wong             |       | Jung on zo                                               | Action
 Kirk                | Wong             |       | The Big Hit                                              | Action
 Kristian            | Levring          |       | The Salvation                                            | Action
 Kriv                | Stenders         |       | Kill Me Three Times                                      | Action
 Kurt                | Wimmer           |       | Equilibrium                                              | Action
 Kurt                | Wimmer           |       | Ultraviolet                                              | Action
 Lamont              | Johnson          |       | Spacehunter: Adventures in the Forbidden Zone            | Action
 Lana                | Wachowski        |       | The Matrix                                               | Action
 Lana                | Wachowski        |       | The Matrix Reloaded                                      | Action
 Lana                | Wachowski        |       | The Matrix Revolutions                                   | Action
 Lana                | Wachowski        |       | Speed Racer                                              | Action
 Lana                | Wachowski        |       | Jupiter Ascending                                        | Action
 Lance               | Hool             |       | Missing in Action 2: The Beginning                       | Action
 Lance               | Hool             |       | Steel Dawn                                               | Action
 Lance               | Mungia           |       | Six-String Samurai                                       | Action
 Larry               | Bishop           |       | Hell Ride                                                | Action
 Lawrence David      | Foldes           |       | Young Warriors                                           | Action
 Lawrence            | Guterman         |       | Cats & Dogs                                              | Action
 Lawrence            | Kasdan           |       | Silverado                                                | Action
 Lee                 | Tamahori         |       | The Edge                                                 | Action
 Lee                 | Tamahori         |       | Die Another Day                                          | Action
 Lee                 | Tamahori         |       | xXx: State of the Union                                  | Action
 Lee                 | Tamahori         |       | Next                                                     | Action
 Leigh               | Whannell         |       | Upgrade                                                  | Action
 Len                 | Wiseman          |       | Underworld                                               | Action
 Len                 | Wiseman          |       | Underworld: Evolution                                    | Action
 Len                 | Wiseman          |       | Live Free or Die Hard                                    | Action
 Len                 | Wiseman          |       | Total Recall                                             | Action
 Leonard             | Nimoy            |       | Star Trek III: The Search for Spock                      | Action
 Leonard             | Nimoy            |       | Star Trek IV: The Voyage Home                            | Action
 Les                 | Mayfield         |       | Blue Streak                                              | Action
 Les                 | Mayfield         |       | American Outlaws                                         | Action
 Les                 | Mayfield         |       | The Man                                                  | Action
 Le-Van              | Kiet             |       | Furie                                                    | Action
 Lewis               | Teague           |       | Fighting Back                                            | Action
 Lewis               | Teague           |       | The Jewel of the Nile                                    | Action
 Lewis               | Teague           |       | Navy Seals                                               | Action
 Lexi                | Alexander        |       | Punisher: War Zone                                       | Action
 Lili Fini           | Zanuck           |       | Rush                                                     | Action
 Louis               | C.K.             |       | Pootie Tang                                              | Action
 Louis               | Leterrier        |       | The Transporter                                          | Action
 Louis               | Leterrier        |       | Transporter 2                                            | Action
 Louis               | Leterrier        |       | Unleashed                                                | Action
 Louis               | Leterrier        |       | The Incredible Hulk                                      | Action
 Louis               | Leterrier        |       | Clash of the Titans                                      | Action
 Louis               | Leterrier        |       | The Brothers Grimsby                                     | Action
 Louis               | Malle            |       | Alamo Bay                                                | Action
 Luc                 | Besson           |       | Nikita                                                   | Action
 Luc                 | Besson           |       | LÃ©on: The Professional                                  | Action
 Luc                 | Besson           |       | The Fifth Element                                        | Action
 Luc                 | Besson           |       | Lucy                                                     | Action
 Luc                 | Besson           |       | Valerian and the City of a Thousand Planets              | Action
 Luc                 | Besson           |       | Anna                                                     | Action
 Luis                | Llosa            |       | Sniper                                                   | Action
 Luis                | Llosa            |       | The Specialist                                           | Action
 Luis                | Llosa            |       | Anaconda                                                 | Action
 Luis                | Mandoki          |       | Trapped                                                  | Action
 Luis                | Prieto           |       | Kidnap                                                   | Action
 Luke                | Greenfield       |       | Let's Be Cops                                            | Action
 Luke                | Scott            |       | Morgan                                                   | Action
 M. Night            | Shyamalan        |       | The Last Airbender                                       | Action
 M. Night            | Shyamalan        |       | After Earth                                              | Action
 M.J.                | Bassett          |       | Silent Hill: Revelation                                  | Action
 MÃ¥ns               | MÃ¥rlind         |       | Underworld: Awakening                                    | Action
 Mabrouk El          | Mechri           |       | JCVD                                                     | Action
 Mabrouk El          | Mechri           |       | The Cold Light of Day                                    | Action
 Malcolm D.          | Lee              |       | Undercover Brother                                       | Action
 Malik               | Bader            |       | Killerman                                                | Action
 Marc                | Forster          |       | Quantum of Solace                                        | Action
 Marc                | Forster          |       | Machine Gun Preacher                                     | Action
 Marc                | Forster          |       | World War Z                                              | Action
 Marc                | Webb             |       | The Amazing Spider-Man                                   | Action
 Marc                | Webb             |       | The Amazing Spider-Man 2                                 | Action
 Marco               | Brambilla        |       | Demolition Man                                           | Action
 Marco               | Brambilla        |       | Excess Baggage                                           | Action
 Marcus              | Nispel           |       | Pathfinder                                               | Action
 Marcus              | Nispel           |       | Conan the Barbarian                                      | Action
 Mario Van           | Peebles          |       | New Jack City                                            | Action
 Mark A.Z.           | DippÃ©           |       | Spawn                                                    | Action
 Mark                | Buntzman         |       | Exterminator 2                                           | Action
 Mark                | DiSalle          |       | Kickboxer                                                | Action
 Mark                | DiSalle          |       | The Perfect Weapon                                       | Action
 Mark                | Goldblatt        |       | Dead Heat                                                | Action
 Mark                | Griffiths        |       | A Cry in the Wild                                        | Action
 Mark L.             | Lester           |       | Firestarter                                              | Action
 Mark L.             | Lester           |       | Commando                                                 | Action
 Mark L.             | Lester           |       | Armed and Dangerous                                      | Action
 Mark L.             | Lester           |       | Class of 1999                                            | Action
 Mark L.             | Lester           |       | Showdown in Little Tokyo                                 | Action
 Mark                | Neveldine        |       | Crank                                                    | Action
 Mark                | Neveldine        |       | Gamer                                                    | Action
 Mark                | Neveldine        |       | Crank: High Voltage                                      | Action
 Mark                | Neveldine        |       | Ghost Rider: Spirit of Vengeance                         | Action
 Mark                | Pellington       |       | Arlington Road                                           | Action
 Mark Steven         | Johnson          |       | Daredevil                                                | Action
 Mark Steven         | Johnson          |       | Ghost Rider                                              | Action
 Mark                | Waters           |       | The Spiderwick Chronicles                                | Action
 Mark                | Waters           |       | Vampire Academy                                          | Action
 Martin              | Brest            |       | Beverly Hills Cop                                        | Action
 Martin              | Brest            |       | Midnight Run                                             | Action
 Martin              | Campbell         |       | No Escape                                                | Action
 Martin              | Campbell         |       | GoldenEye                                                | Action
 Martin              | Campbell         |       | The Mask of Zorro                                        | Action
 Martin              | Campbell         |       | Vertical Limit                                           | Action
 Martin              | Campbell         |       | The Legend of Zorro                                      | Action
 Martin              | Campbell         |       | Casino Royale                                            | Action
 Martin              | Campbell         |       | Edge of Darkness                                         | Action
 Martin              | Campbell         |       | Green Lantern                                            | Action
 Martin              | Campbell         |       | The Foreigner                                            | Action
 Marvin J.           | Chomsky          |       | Tank                                                     | Action
 Mathieu             | Kassovitz        |       | Babylon A.D.                                             | Action
 Matt                | Bettinelli-Olpin |       | Ready or Not                                             | Action
 Matt                | Reeves           |       | Cloverfield                                              | Action
 Matt                | Reeves           |       | Dawn of the Planet of the Apes                           | Action
 Matt                | Reeves           |       | War for the Planet of the Apes                           | Action
 Matthew             | Robbins          |       | Dragonslayer                                             | Action
 Matthew             | Robbins          |       | The Legend of Billie Jean                                | Action
 Matthew             | Vaughn           |       | Layer Cake                                               | Action
 Matthew             | Vaughn           |       | Kick-Ass                                                 | Action
 Matthew             | Vaughn           |       | X-Men: First Class                                       | Action
 Matthew             | Vaughn           |       | Kingsman: The Secret Service                             | Action
 Matthew             | Vaughn           |       | Kingsman: The Golden Circle                              | Action
                     | McG              |       | Charlie's Angels                                         | Action
                     | McG              |       | Charlie's Angels: Full Throttle                          | Action
                     | McG              |       | Terminator Salvation                                     | Action
                     | McG              |       | This Means War                                           | Action
                     | McG              |       | 3 Days to Kill                                           | Action
 Mel                 | Damski           |       | Yellowbeard                                              | Action
 Mel                 | Gibson           |       | Apocalypto                                               | Action
 Menahem             | Golan            |       | The Delta Force                                          | Action
 Menahem             | Golan            |       | Over the Top                                             | Action
 Mic                 | Rodgers          |       | Universal Soldier: the Return                            | Action
 Michael             | Apted            |       | The World Is Not Enough                                  | Action
 Michael             | Bay              |       | Bad Boys                                                 | Action
 Michael             | Bay              |       | The Rock                                                 | Action
 Michael             | Bay              |       | Armageddon                                               | Action
 Michael             | Bay              |       | Pearl Harbor                                             | Action
 Michael             | Bay              |       | Bad Boys II                                              | Action
 Michael             | Bay              |       | The Island                                               | Action
 Michael             | Bay              |       | Transformers                                             | Action
 Michael             | Bay              |       | Transformers: Revenge of the Fallen                      | Action
 Michael             | Bay              |       | Transformers: Dark of the Moon                           | Action
 Michael             | Bay              |       | Pain & Gain                                              | Action
 Michael             | Bay              |       | Transformers: Age of Extinction                          | Action
 Michael             | Bay              |       | 13 Hours                                                 | Action
 Michael             | Bay              |       | Transformers: The Last Knight                            | Action
 Michael             | Caton-Jones      |       | Memphis Belle                                            | Action
 Michael             | Caton-Jones      |       | The Jackal                                               | Action
 Michael             | Cimino           |       | Year of the Dragon                                       | Action
 Michael             | Cimino           |       | The Sicilian                                             | Action
 Michael             | Cimino           |       | Desperate Hours                                          | Action
 Michael             | Crichton         |       | Runaway                                                  | Action
 Michael             | Cuesta           |       | American Assassin                                        | Action
 Michael             | Davis            |       | Shoot 'Em Up                                             | Action
 Michael             | Dougherty        |       | Godzilla: King of the Monsters                           | Action
 Michael             | Dowse            |       | Stuber                                                   | Action
 Michael             | Fischa           |       | Crack House                                              | Action
 Michael             | Gottlieb         |       | Mr. Nanny                                                | Action
 Michael             | Herz             |       | The Toxic Avenger Part II                                | Action
 Michael             | Herz             |       | The Toxic Avenger Part III: The Last Temptation of Toxie | Action
 Michael             | Katleman         |       | Primeval                                                 | Action
 Michael             | Lehmann          |       | Hudson Hawk                                              | Action
 Michael             | Mann             |       | Thief                                                    | Action
 Michael             | Mann             |       | The Last of the Mohicans                                 | Action
 Michael             | Mann             |       | Miami Vice                                               | Action
 Michael             | Mann             |       | Blackhat                                                 | Action
 Michael             | Miller           |       | Silent Rage                                              | Action
 Michael             | Pressman         |       | Teenage Mutant Ninja Turtles II: The Secret of the Ooze  | Action
 Michael             | Ritchie          |       | The Island                                               | Action
 Michael             | Ritchie          |       | The Golden Child                                         | Action
 Michael             | Schroeder        |       | Damned River                                             | Action
 Michael             | Schultz          |       | The Last Dragon                                          | Action
 Michael             | Spierig          |       | Daybreakers                                              | Action
 Michael             | Spierig          |       | Predestination                                           | Action
 Michael             | Winner           |       | Death Wish II                                            | Action
 Michael             | Winner           |       | Death Wish 3                                             | Action
 Michel              | Gondry           |       | The Green Hornet                                         | Action
 Michel              | Hazanavicius     |       | OSS 117: Cairo, Nest of Spies                            | Action
 Michelle            | Manning          |       | Blue City                                                | Action
 Mick                | Jackson          |       | The Bodyguard                                            | Action
 Mick                | Jackson          |       | Volcano                                                  | Action
 Miguel              | Sapochnik        |       | Repo Men                                                 | Action
 Mikael              | HÃ¥fstrÃ¶m       |       | Escape Plan                                              | Action
 Mikael              | Salomon          |       | Hard Rain                                                | Action
 Mike                | Binder           |       | Blankman                                                 | Action
 Mike                | Hodges           |       | A Prayer for the Dying                                   | Action
 Mike                | Marvin           |       | The Wraith                                               | Action
 Mike                | McCoy            |       | Act of Valor                                             | Action
 Mike                | Newell           |       | Prince of Persia: the Sands of Time                      | Action
 Mimi                | Leder            |       | The Peacemaker                                           | Action
 Mimi                | Leder            |       | Deep Impact                                              | Action
 Mitchell            | Lichtenstein     |       | Teeth                                                    | Action
 Morten              | Tyldum           |       | Jo NesbÃ¸'s Headhunters                                  | Action
 Nash                | Edgerton         |       | Gringo                                                   | Action
 Neal                | Israel           |       | Surf Ninjas                                              | Action
 Neil                | Burger           |       | Divergent                                                | Action
 Neil                | Jordan           |       | The Brave One                                            | Action
 Neil                | Marshall         |       | Doomsday                                                 | Action
 Neil                | Marshall         |       | Centurion                                                | Action
 Neil                | Marshall         |       | Hellboy                                                  | Action
 Neill               | Blomkamp         |       | District 9                                               | Action
 Neill               | Blomkamp         |       | Elysium                                                  | Action
 Neill               | Blomkamp         |       | Chappie                                                  | Action
 Newt                | Arnold           |       | Bloodsport                                               | Action
 Nicholas            | Mastandrea       |       | The Breed                                                | Action
 Nicholas            | Meyer            |       | Star Trek II: The Wrath of Khan                          | Action
 Nicholas            | Meyer            |       | Star Trek VI: The Undiscovered Country                   | Action
 Nicholas            | Meyer            |       | Company Business                                         | Action
 Nick                | Castle           |       | The Last Starfighter                                     | Action
 Nick                | Love             |       | The Sweeney                                              | Action
 Nicolai             | Fuglsig          |       | 12 Strong                                                | Action
 Nicolas Winding     | Refn             |       | Bronson                                                  | Action
 Nicolas Winding     | Refn             |       | Valhalla Rising                                          | Action
 Nicolas Winding     | Refn             |       | Only God Forgives                                        | Action
 Niels Arden         | Oplev            |       | Dead Man Down                                            | Action
 Nikkhil             | Advani           |       | Batla House                                              | Action
 Nikolaj             | Arcel            |       | The Dark Tower                                           | Action
 Nima                | Nourizadeh       |       | American Ultra                                           | Action
 NimrÃ³d             | Antal            |       | Predators                                                | Action
 Nitesh              | Tiwari           |       | Dangal                                                   | Action
 Noam                | Murro            |       | 300: Rise of an Empire                                   | Action
 Noel                | Nosseck          |       | King of the Mountain                                     | Action
 Oliver              | Parker           |       | Johnny English Reborn                                    | Action
 Oliver              | Stone            |       | Heaven & Earth                                           | Action
 Oliver              | Stone            |       | Natural Born Killers                                     | Action
 Oliver              | Stone            |       | Alexander                                                | Action
 Olivier             | Megaton          |       | Transporter 3                                            | Action
 Olivier             | Megaton          |       | Colombiana                                               | Action
 Olivier             | Megaton          |       | Taken 2                                                  | Action
 Olivier             | Megaton          |       | Taken 3                                                  | Action
 Otto                | Bathurst         |       | Robin Hood                                               | Action
 Paco                | Cabezas          |       | Mr. Right                                                | Action
 Park                | Chan-Wook        |       | Oldboy                                                   | Action
 Park                | Hoon-jung        |       | New World                                                | Action
 Pat                 | O'Connor         |       | The January Man                                          | Action
 Pat                 | Proft            |       | Wrongfully Accused                                       | Action
 Patrick             | Hughes           |       | The Expendables 3                                        | Action
 Patrick             | Hughes           |       | The Hitman's Bodyguard                                   | Action
 Patrick             | Lussier          |       | Dracula 2000                                             | Action
 Patrick             | Lussier          |       | Drive Angry                                              | Action
 Patrick             | Tatopoulos       |       | Underworld: Rise of the Lycans                           | Action
 Patty               | Jenkins          |       | Wonder Woman                                             | Action
 Patty               | Jenkins          |       | Wonder Woman 1984                                        | Action
 Paul                | Aaron            |       | Deadly Force                                             | Action
 Paul                | Donovan          |       | DEFCON-4                                                 | Action
 Paul                | Feig             |       | The Heat                                                 | Action
 Paul                | Feig             |       | Spy                                                      | Action
 Paul                | Feig             |       | Ghostbusters                                             | Action
 Paul                | Greengrass       |       | The Bourne Supremacy                                     | Action
 Paul                | Greengrass       |       | United 93                                                | Action
 Paul                | Greengrass       |       | The Bourne Ultimatum                                     | Action
 Paul                | Greengrass       |       | Green Zone                                               | Action
 Paul                | Greengrass       |       | Jason Bourne                                             | Action
 Paul                | Gross            |       | Hyena Road                                               | Action
 Paul                | Haggis           |       | The Next Three Days                                      | Action
 Paul                | Hunter           |       | Bulletproof Monk                                         | Action
 Paul                | Lynch            |       | Bullies                                                  | Action
 Paul                | McGuigan         |       | Push                                                     | Action
 Paul Michael        | Glaser           |       | Band of the Hand                                         | Action
 Paul Michael        | Glaser           |       | The Running Man                                          | Action
 Paul                | Nicholas         |       | Chained Heat                                             | Action
 Paul                | Nicholas         |       | The Naked Cage                                           | Action
 Paul                | Verhoeven        |       | RoboCop                                                  | Action
 Paul                | Verhoeven        |       | Total Recall                                             | Action
 Paul                | Verhoeven        |       | Starship Troopers                                        | Action
 Paul                | Verhoeven        |       | Hollow Man                                               | Action
 Paul W.S.           | Anderson         |       | Mortal Kombat                                            | Action
 Paul W.S.           | Anderson         |       | Soldier                                                  | Action
 Paul W.S.           | Anderson         |       | Resident Evil                                            | Action
 Paul W.S.           | Anderson         |       | Alien vs. Predator                                       | Action
 Paul W.S.           | Anderson         |       | Death Race                                               | Action
 Paul W.S.           | Anderson         |       | Resident Evil: Afterlife                                 | Action
 Paul W.S.           | Anderson         |       | The Three Musketeers                                     | Action
 Paul W.S.           | Anderson         |       | Resident Evil: Retribution                               | Action
 Paul W.S.           | Anderson         |       | Pompeii                                                  | Action
 Paul W.S.           | Anderson         |       | Resident Evil: The Final Chapter                         | Action
 Paul                | Weiland          |       | Leonard Part 6                                           | Action
 Paul                | Weitz            |       | Cirque du Freak: the Vampire's Assistant                 | Action
 Pete                | Travis           |       | Vantage Point                                            | Action
 Pete                | Travis           |       | Dredd                                                    | Action
 Peter               | Atencio          |       | Keanu                                                    | Action
 Peter               | Berg             |       | The Rundown                                              | Action
 Peter               | Berg             |       | Friday Night Lights                                      | Action
 Peter               | Berg             |       | The Kingdom                                              | Action
 Peter               | Berg             |       | Hancock                                                  | Action
 Peter               | Berg             |       | Battleship                                               | Action
 Peter               | Berg             |       | Lone Survivor                                            | Action
 Peter               | Berg             |       | Deepwater Horizon                                        | Action
 Peter               | Berg             |       | Patriots Day                                             | Action
 Peter               | Berg             |       | Mile 22                                                  | Action
 Peter               | Faiman           |       | Crocodile Dundee                                         | Action
 Peter               | Hewitt           |       | Zoom                                                     | Action
 Peter               | Howitt           |       | Antitrust                                                | Action
 Peter               | Howitt           |       | Johnny English                                           | Action
 Peter               | Hyams            |       | Outland                                                  | Action
 Peter               | Hyams            |       | Running Scared                                           | Action
 Peter               | Hyams            |       | The Presidio                                             | Action
 Peter               | Hyams            |       | Narrow Margin                                            | Action
 Peter               | Hyams            |       | Timecop                                                  | Action
 Peter               | Hyams            |       | Sudden Death                                             | Action
 Peter               | Hyams            |       | End of Days                                              | Action
 Peter               | Hyams            |       | The Musketeer                                            | Action
 Peter               | Hyams            |       | A Sound of Thunder                                       | Action
 Peter               | Jackson          |       | The Lord of the Rings: The Fellowship of the Ring        | Action
 Peter               | Jackson          |       | The Lord of the Rings: The Two Towers                    | Action
 Peter               | Jackson          |       | The Lord of the Rings: The Return of the King            | Action
 Peter               | Jackson          |       | King Kong                                                | Action
 Peter               | MacDonald        |       | Rambo III                                                | Action
 Peter               | MacDonald        |       | Mo' Money                                                | Action
 Peter               | Manoogian        |       | Eliminators                                              | Action
 Peter               | Medak            |       | Zorro: The Gay Blade                                     | Action
 Peter               | Medak            |       | Species II                                               | Action
 Peter R.            | Hunt             |       | Assassination                                            | Action
 Peter               | Segal            |       | Get Smart                                                | Action
 Peter               | Webber           |       | Hannibal Rising                                          | Action
 Peter               | Weir             |       | Master and Commander: the Far Side of the World          | Action
 Peter               | Yates            |       | Krull                                                    | Action
 Peter               | Yates            |       | An Innocent Man                                          | Action
 Peter               | Yates            |       | Year of the Comet                                        | Action
 Petter              | NÃ¦ss            |       | Into the White                                           | Action
 Peyton              | Reed             |       | Ant-Man                                                  | Action
 Peyton              | Reed             |       | Ant-Man and the Wasp                                     | Action
 Phil Alden          | Robinson         |       | The Sum of All Fears                                     | Action
 Phil                | Joanou           |       | State of Grace                                           | Action
 Phil                | Lord             |       | 21 Jump Street                                           | Action
 Phil                | Lord             |       | 22 Jump Street                                           | Action
 Philip G.           | Atwell           |       | War                                                      | Action
 Philip              | Kaufman          |       | Rising Sun                                               | Action
 Phillip             | Noyce            |       | Blind Fury                                               | Action
 Phillip             | Noyce            |       | Patriot Games                                            | Action
 Phillip             | Noyce            |       | Clear and Present Danger                                 | Action
 Phillip             | Noyce            |       | The Saint                                                | Action
 Phillip             | Noyce            |       | Salt                                                     | Action
